a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,
0.182501,1.033967,1.669362,2.638325,3.471175,4.554582,5.239418,5.425275,6.117435,6.742149,7.479781,7.939085,8.749046,9.066134,9.219337,9.411298,9.518723,9.928587,9.710685,9.412214,9.735405,9.270302,9.202246,9.009064,8.144475,7.556993,7.290567,6.498917,6.006653,5.316630,4.956816,3.645131,3.410138,2.501907,1.669668,0.828578,-0.032655,-0.958892,-2.137822,-2.954802,-3.456526,-4.145634,-5.226295,-5.840327,-6.234931,-7.088839,-7.637867,-8.043153,-8.243049,-8.600116,-8.920560,-9.198279,-9.540086,-9.413129,-9.582812,-9.761040,-9.224525,-9.364910,-8.786889,-8.648946,-8.312937,-8.039796,-7.176733,-6.998810,-6.199530,-5.411237,-4.858852,-4.223762,-3.350627,-2.311472,-1.623585,-0.454115,0.210273,0.936918,1.564684,2.456130,3.360088,4.293039,4.707785,5.871456,
-0.065310,1.283914,2.053591,2.517472,3.424482,4.238105,5.177465,5.941343,6.627094,7.014069,7.636647,7.902158,8.560137,8.955351,9.305399,9.688406,9.624928,9.464095,9.606006,9.859004,9.684439,9.462569,9.313639,8.892788,8.069094,7.606128,7.022614,6.989044,6.052736,5.229347,4.767602,3.745842,3.038423,2.483901,1.587268,0.929289,-0.396741,-0.953093,-2.063662,-2.738731,-3.748589,-4.333018,-4.859157,-5.556810,-6.179388,-6.875820,-7.606128,-8.053529,-8.408155,-9.119236,-9.306925,-9.606922,-9.744255,-9.604480,-9.978332,-9.356975,-9.617603,-9.029511,-9.032258,-8.975799,-8.261666,-7.886898,-7.521287,-6.785180,-6.297494,-5.526597,-4.854274,-4.195990,-3.280129,-2.269967,-1.284524,-0.756859,0.238655,1.286660,2.011475,2.407605,3.667714,4.350719,4.760887,5.478988,
0.209662,1.098972,1.837214,2.410352,3.600269,4.562212,4.969634,5.467086,6.288339,7.187414,7.318644,8.297983,8.547014,8.997772,8.991363,9.486068,9.309366,9.543748,9.734184,9.712516,9.596240,9.519333,9.074679,8.793298,8.343455,8.107242,7.198401,6.449782,6.178777,5.225684,4.855495,4.128849,2.979217,2.549821,1.484725,0.688498,-0.035707,-1.326945,-1.736503,-2.721030,-3.626209,-4.318979,-4.928129,-5.968200,-6.128727,-7.280190,-7.724845,-7.904904,-8.472243,-8.976409,-9.477218,-9.171117,-9.462264,-9.815058,-9.535203,-9.913938,-9.690237,-9.468673,-9.018220,-8.991058,-8.514664,-7.809381,-7.373882,-6.745506,-5.875729,-5.690176,-4.733726,-4.128544,-2.989593,-2.405164,-1.564074,-0.855434,0.110782,1.036409,1.764885,2.622761,3.531907,4.393750,4.992828,5.644704,
0.026551,1.342814,1.674856,2.621845,3.478195,4.107181,5.218665,5.965148,6.508683,6.959136,7.680593,7.931455,8.487197,8.679464,9.163182,9.314554,9.537339,9.390545,9.668264,9.522691,9.414960,9.025849,9.074984,8.911405,8.458815,7.904294,7.328715,6.819361,6.365246,5.383465,4.931486,4.029664,3.219092,2.459487,1.728874,0.676290,-0.264595,-1.116977,-1.704764,-2.887661,-3.639332,-4.535966,-5.092318,-5.829035,-6.425367,-7.257607,-7.583544,-8.060244,-8.751793,-8.701743,-9.396649,-9.325846,-9.394208,-9.725639,-9.865108,-9.428999,-9.357585,-9.416486,-9.297464,-8.967559,-8.461562,-7.820673,-7.349773,-6.667074,-6.080508,-5.146641,-4.719077,-4.087039,-3.088778,-2.069460,-1.461837,-0.583209,0.020447,1.123997,1.853084,2.887051,3.391217,4.325388,5.038911,5.832392,
0.486160,0.831019,1.763359,2.431410,3.213294,4.224982,4.811853,5.540330,6.465651,6.715598,7.806330,8.220466,8.721580,8.795434,9.180578,9.463485,9.530625,9.856563,9.498276,9.488510,9.536119,9.213538,9.164708,8.666036,8.451491,7.807245,7.027802,6.722007,6.331065,5.364544,4.754479,3.740349,2.976775,2.474746,1.778008,0.586566,-0.372326,-1.236915,-1.681875,-2.730491,-3.417463,-4.576250,-5.131077,-5.931883,-6.096988,-6.704611,-7.548448,-7.852107,-8.756676,-8.847926,-8.963591,-9.307230,-9.638661,-9.621876,-9.569079,-9.530320,-9.640492,-9.092380,-8.968780,-8.739891,-8.202765,-7.600940,-7.265236,-6.931059,-6.274300,-5.488144,-4.591205,-3.662221,-3.211158,-2.343822,-1.391339,-0.929899,0.030824,1.078829,2.132633,2.897427,3.348186,4.457228,5.106357,5.587634,
0.046388,0.907010,1.915342,2.868130,3.712882,4.014405,5.197913,6.016724,6.181219,6.708579,7.783746,8.169805,8.430433,8.823817,9.351176,9.179662,9.844661,9.595325,9.905698,9.834284,9.682302,9.134495,9.129002,8.870205,8.377636,7.966247,7.289956,6.645100,6.208991,5.388958,4.806970,3.782769,3.179418,2.534867,1.456954,0.813318,0.053102,-1.105075,-1.669973,-2.673116,-3.395184,-4.017151,-4.869839,-5.732597,-6.383251,-7.283547,-7.488021,-8.106937,-8.313852,-9.014863,-9.134495,-9.376507,-9.617908,-9.417402,-9.562059,-9.703665,-9.589831,-9.225135,-9.201331,-8.532060,-8.474685,-7.920774,-7.264016,-6.937162,-6.363109,-5.479293,-4.812464,-3.995788,-3.139134,-2.062746,-1.305887,-0.667135,0.150151,1.194800,1.965697,2.638325,3.243202,4.085208,4.851527,5.511338,
-0.001221,1.016877,1.636097,2.884915,3.709830,4.295175,5.060274,5.511643,6.597491,6.830348,7.580187,8.345286,8.707541,9.103061,9.204993,9.439680,9.441511,9.638661,9.838862,9.382916,9.576403,9.038667,8.763695,8.504288,8.388318,7.646107,7.563097,6.912748,6.020692,5.411542,4.568926,4.085818,2.934965,2.032228,1.632130,0.425123,0.000610,-1.268044,-1.886044,-2.496719,-3.538011,-4.445021,-5.304422,-5.974303,-6.460158,-7.248756,-7.297281,-7.769707,-8.693197,-8.674886,-9.449751,-9.245277,-9.803766,-9.479049,-9.399396,-9.915159,-9.811090,-9.478439,-8.960540,-8.579363,-8.175604,-7.867367,-7.141942,-6.529740,-6.120182,-5.481124,-4.654988,-3.803827,-3.328349,-2.238533,-1.223487,-0.773034,0.406507,1.106296,2.092654,2.755821,3.331095,4.264351,5.253151,5.834834,
0.341197,0.885037,1.997436,2.735984,3.438215,4.383679,5.193945,6.010620,6.652120,6.988128,7.717215,8.251595,8.435316,8.804285,9.371014,9.127171,9.366131,9.570910,9.588000,9.533372,9.617908,9.546495,9.150365,8.692587,8.205206,8.002564,7.024445,6.861171,6.350902,5.495773,4.393445,3.758049,3.210242,2.587054,1.287576,0.539567,-0.491043,-1.225318,-2.086245,-2.762535,-3.264870,-4.281442,-4.926298,-5.913877,-6.364635,-7.069308,-7.423627,-8.330638,-8.331858,-8.597064,-9.157079,-9.500412,-9.841609,-9.653005,-9.600208,-9.638661,-9.390545,-9.275796,-9.132054,-8.756371,-8.490249,-8.068178,-7.471541,-6.822718,-6.310923,-5.278176,-4.523148,-3.804132,-3.034150,-2.088076,-1.750847,-0.457472,0.322886,1.362651,1.708731,2.533647,3.755303,4.583575,5.088351,5.596179,
0.454421,0.887783,2.113407,2.548296,3.507797,4.268014,4.978179,5.942259,6.351512,6.879788,7.546007,7.904294,8.559526,8.708457,9.251076,9.605701,9.820551,9.704886,9.660329,9.832759,9.757073,9.025239,9.131138,8.877834,8.393811,7.655873,7.056490,6.413770,6.023133,5.589160,4.381542,3.864864,3.303629,2.421949,1.198462,0.499893,-0.255135,-0.856044,-2.092044,-2.640156,-3.776360,-4.407788,-5.048067,-5.945006,-6.320383,-7.256081,-7.590869,-8.048036,-8.759728,-8.673055,-8.937956,-9.429304,-9.674673,-9.487899,-9.772942,-9.879147,-9.419233,-9.225745,-8.847316,-8.799402,-8.014161,-7.917417,-7.127598,-6.823634,-6.219062,-5.500656,-4.680013,-3.938414,-3.235572,-2.255928,-1.609851,-0.386670,0.192267,0.803858,2.138432,2.667623,3.422651,4.140751,5.207373,6.014283,
0.376598,1.229591,2.213813,2.699973,3.780938,4.382458,4.853664,5.954161,6.248360,6.968291,7.721793,8.206427,8.564714,9.180273,8.894314,9.695120,9.639271,9.655141,9.654530,9.553514,9.570605,9.363689,8.983734,8.395642,8.040407,7.867367,7.119968,6.455580,5.775323,5.298318,4.458144,3.602405,3.321329,2.137516,1.607105,0.648213,-0.525529,-1.241493,-1.713004,-2.529679,-3.777581,-4.190191,-4.927824,-6.025269,-6.662191,-6.785791,-7.325663,-8.175298,-8.524430,-8.742027,-9.031953,-9.645070,-9.471419,-9.661550,-9.740898,-9.798578,-9.317911,-9.546190,-9.008148,-8.533280,-8.079470,-7.599719,-7.411115,-6.658834,-5.970641,-5.452742,-4.571673,-3.600269,-2.959685,-2.040468,-1.161229,-0.508438,-0.047304,1.134678,2.110355,2.639851,3.679006,4.317759,5.008087,5.462813,
0.278329,1.117893,1.921445,2.992645,3.444319,4.183172,5.196692,5.686514,6.313974,7.055879,7.878964,8.323313,8.349559,8.743553,9.073763,9.645680,9.364605,9.914548,9.535813,9.867855,9.536729,9.147008,9.296243,8.650472,8.425550,7.512741,7.230140,6.809595,5.933714,5.463424,4.445021,3.671987,3.051546,2.087161,1.697134,0.901212,-0.058901,-1.292459,-1.874447,-2.487869,-3.603320,-4.104434,-5.293741,-5.899228,-6.561480,-6.926176,-7.680593,-7.784356,-8.515580,-8.814966,-9.161351,-9.310587,-9.548326,-9.805292,-9.466842,-9.339885,-9.763176,-9.089633,-9.212928,-8.695639,-8.479873,-7.716300,-7.175817,-6.599628,-5.858638,-5.134739,-4.552446,-3.657643,-2.808008,-2.018799,-1.731010,-0.878018,0.462050,1.301004,2.032228,2.895596,3.583178,4.355602,4.911649,5.847346,
0.537431,0.937529,2.124699,3.028047,3.487350,4.322336,5.193640,5.948973,6.615192,7.261574,7.306131,7.856990,8.301035,8.655660,8.960234,9.714347,9.520859,9.828486,9.712210,9.422285,9.309061,9.431745,9.242531,8.690146,8.300424,7.658620,7.432173,6.610309,5.887326,5.534227,4.737693,3.656117,3.240761,2.151860,1.469466,0.525529,-0.461135,-0.972930,-2.139958,-2.453688,-3.344218,-4.161199,-5.270852,-5.925169,-6.350291,-7.261269,-7.560656,-8.191473,-8.290963,-8.700522,-9.057283,-9.364605,-9.696036,-9.928892,-9.577624,-9.453413,-9.610889,-9.168676,-8.880276,-8.762169,-7.994629,-7.708975,-7.552110,-6.685995,-6.269723,-5.469527,-4.610126,-3.679312,-3.081454,-2.471389,-1.333964,-0.681478,-0.027161,0.862453,1.666616,2.816858,3.583483,4.128849,5.237587,5.779290,
0.014039,0.825831,2.055116,2.582476,3.774834,4.623859,5.316935,5.493332,6.189154,7.193823,7.422102,7.821589,8.769799,9.083529,9.197363,9.337748,9.489731,9.770196,9.907529,9.512925,9.592883,9.321268,9.056368,8.580584,8.160344,7.736747,7.274392,6.479690,5.965148,5.143895,4.579913,3.593860,3.266701,2.115238,1.216773,0.312204,-0.111393,-0.925626,-1.838740,-2.472304,-3.370159,-4.130985,-5.304117,-5.498825,-6.248054,-7.115390,-7.848140,-8.381909,-8.400830,-8.829310,-8.983734,-9.146092,-9.703665,-9.445479,-9.490036,-9.920652,-9.422285,-9.580981,-8.973968,-8.970916,-8.515275,-7.885678,-7.072054,-6.951811,-5.807367,-5.527512,-4.889981,-3.959166,-3.103427,-2.406995,-1.199377,-0.861843,0.208136,0.970489,2.005066,2.897427,3.791620,4.521622,5.077670,5.750298,
0.326548,1.048616,1.760002,2.581561,3.722648,4.457839,4.998932,5.590381,6.717429,6.926481,7.648549,8.019044,8.345286,8.877224,8.977020,9.309671,9.385662,9.715567,9.837642,9.660329,9.219642,9.340190,8.908048,8.581194,8.521378,7.718436,7.085482,6.501053,6.309091,5.084994,4.537492,3.754082,3.015229,2.038636,1.598254,0.552080,-0.088198,-0.896329,-1.788690,-2.920927,-3.656728,-4.368419,-5.284280,-5.678884,-6.284371,-6.979278,-7.726981,-8.235115,-8.513138,-8.679159,-9.063082,-9.619434,-9.884640,-9.796747,-9.734794,-9.579760,-9.589221,-9.433576,-8.929716,-8.748436,-8.368786,-7.845698,-6.995453,-6.451003,-6.017945,-5.150914,-4.421522,-3.941465,-2.946867,-2.188177,-1.496323,-0.743736,0.434889,1.140477,1.743217,2.718284,3.457747,4.201483,5.372478,5.508286,
0.524613,1.173742,2.178716,2.476272,3.573412,4.316538,5.107883,5.604114,6.601154,6.773278,7.887814,8.012635,8.730430,8.947111,9.114353,9.153722,9.530320,9.618213,9.885861,9.785455,9.421979,9.409467,8.977325,8.919340,8.193609,7.891171,7.448042,6.596271,5.750298,5.283975,4.775536,3.811762,2.955107,2.036805,1.315043,0.810572,-0.494095,-1.160009,-1.822565,-2.933134,-3.709220,-4.239021,-5.073092,-5.811945,-6.225776,-6.935331,-7.607959,-8.149663,-8.537858,-8.800317,-9.201025,-9.399091,-9.800714,-9.878231,-9.482406,-9.551073,-9.657582,-9.168065,-8.977325,-8.733787,-8.244575,-7.903684,-7.033296,-6.480300,-5.915403,-5.179296,-4.641255,-3.646657,-3.359172,-1.955626,-1.257973,-0.658284,0.541398,0.829188,2.156438,2.523270,3.445540,4.195379,4.785302,5.631886,
0.166021,1.046785,2.217475,3.016449,3.870663,4.388256,5.022736,5.767083,6.437269,7.063509,7.395550,8.103275,8.817103,9.036531,9.121982,9.300211,9.327372,9.784539,9.976196,9.382916,9.708243,9.221778,8.930631,8.966643,8.558000,8.031861,7.473983,6.897488,6.082644,5.176244,4.531693,3.823664,3.011261,2.050844,1.385235,0.302133,-0.379955,-0.944243,-1.911679,-3.023774,-3.688162,-4.141972,-5.027619,-5.557421,-6.700339,-6.880703,-7.853633,-8.068484,-8.552812,-8.640706,-9.010895,-9.175390,-9.387494,-9.863582,-9.468062,-9.860530,-9.454329,-9.586169,-8.868984,-8.604083,-8.117008,-7.515488,-7.073885,-6.606952,-6.105838,-5.275124,-4.519791,-3.894162,-3.285318,-2.454299,-1.307413,-0.368358,0.509354,1.007721,1.774346,2.992035,3.308206,4.064150,5.177770,5.505844,
-0.009156,1.167028,1.824091,3.026826,3.733940,4.332408,5.107883,5.754875,6.692099,7.316813,7.856990,7.903378,8.360546,8.697775,9.086276,9.659108,9.739067,9.448836,9.650258,9.697562,9.738762,9.216590,9.194311,8.812220,8.239692,7.783441,7.279580,6.925871,6.139409,5.281228,4.590899,4.001282,3.241981,2.226020,1.618397,0.666829,-0.070803,-1.055940,-2.093265,-2.914823,-3.734550,-4.536882,-5.326090,-5.712760,-6.722312,-6.754662,-7.503891,-8.303781,-8.728904,-9.169897,-8.940092,-9.538865,-9.480270,-9.629810,-9.515976,-9.667043,-9.611194,-9.074068,-9.001434,-8.499100,-8.373058,-7.903684,-7.107456,-6.691488,-6.313364,-5.347148,-4.685812,-4.130375,-2.794885,-2.257149,-1.181372,-0.493789,0.491653,0.937834,1.855525,2.617878,3.762017,4.077273,5.083773,5.495163,
0.196844,1.260109,2.063967,2.781457,3.333842,4.255501,4.987640,5.662099,6.577044,7.217627,7.462386,7.913144,8.654744,8.867458,9.140904,9.397870,9.759209,9.547716,9.941404,9.898373,9.399396,9.154027,9.230323,8.438673,7.983947,7.628407,7.459944,6.562700,6.067690,5.177160,4.362316,3.887143,3.312784,2.084719,1.290933,0.343638,-0.489822,-1.105075,-1.792962,-2.960295,-3.293558,-4.367809,-5.291910,-6.038087,-6.616718,-6.761986,-7.800531,-7.961058,-8.654134,-8.904691,-8.993194,-9.405805,-9.337138,-9.583117,-9.664602,-9.884945,-9.689627,-9.228492,-9.142430,-8.646809,-8.535112,-7.480697,-7.150792,-6.513565,-5.904721,-5.176855,-4.351024,-3.850826,-3.006378,-2.190313,-1.456954,-0.335398,0.285348,0.946074,2.262642,2.879421,3.761711,4.388867,5.186621,5.522019,
0.513627,1.255531,2.193365,2.579424,3.367412,4.485611,4.823145,5.775628,6.523026,6.991180,7.579882,8.094424,8.407849,8.641621,8.943144,9.713431,9.488815,9.495834,9.849239,9.854122,9.477218,9.091464,8.810999,8.697775,8.331553,8.064821,7.365032,6.428419,6.202887,5.076144,4.352550,3.930479,3.171484,2.101810,1.621448,0.346080,-0.085147,-0.930204,-2.150945,-2.569658,-3.441572,-4.289071,-5.119175,-6.081423,-6.745506,-6.998199,-7.912534,-8.165838,-8.458815,-8.934599,-9.258705,-9.241920,-9.565416,-9.682608,-9.492782,-9.811090,-9.306314,-9.079867,-8.955657,-8.388012,-8.387402,-7.476119,-7.173070,-6.597797,-6.213874,-5.243690,-4.835047,-4.027223,-3.011567,-1.958983,-1.275063,-0.501114,0.007935,1.000092,2.138737,2.619404,3.575854,4.211554,5.390790,6.037477,
0.278634,1.059603,2.135685,2.519608,3.333232,4.146550,5.385296,5.751823,6.456801,7.177648,7.433088,8.246406,8.615680,8.649251,8.948027,9.409162,9.611805,9.960631,9.415876,9.908750,9.335917,9.157384,9.294412,8.683432,8.491775,7.581103,6.973785,6.454054,5.943785,5.600146,4.441359,4.060183,3.123264,2.280343,1.644948,0.437941,-0.152898,-1.423688,-1.747185,-2.835475,-3.808710,-4.488968,-5.198828,-6.004212,-6.232185,-7.075411,-7.860042,-8.087405,-8.741417,-8.946196,-9.232765,-9.489120,-9.645985,-9.666433,-9.842830,-9.748527,-9.258095,-9.518723,-9.125340,-8.800928,-8.500320,-7.959838,-7.020783,-6.636555,-6.267891,-5.147862,-4.691610,-3.730888,-2.801294,-2.171697,-1.266213,-0.730613,0.170904,1.082186,1.780145,2.615741,3.662221,4.591815,4.900967,6.000244,
0.311289,0.932340,1.955931,2.874844,3.404950,4.534135,5.129856,5.589770,6.473891,7.207556,7.774590,8.380383,8.438673,9.029206,9.284036,9.469588,9.669790,9.637135,9.799799,9.454939,9.389630,9.326456,8.899503,8.508866,8.220466,7.830439,6.969817,6.858119,6.228523,5.153966,4.556413,4.062014,3.305765,1.926023,1.288491,0.706809,-0.563372,-1.156346,-1.926023,-2.555315,-3.706168,-4.316233,-4.840846,-5.605335,-6.485794,-6.946623,-7.840815,-8.164312,-8.692892,-8.648335,-8.945891,-9.589831,-9.659413,-9.875484,-9.746696,-9.431745,-9.647206,-9.321268,-8.881191,-8.727683,-8.355358,-7.467879,-6.941130,-6.917631,-5.710623,-5.037996,-4.431593,-3.959471,-3.190405,-2.165899,-1.676077,-0.719932,0.556963,0.964690,2.112796,2.959685,3.541368,4.585711,5.292825,5.649281,
0.589312,1.260720,1.936705,2.667623,3.308817,4.090701,5.074618,6.006653,6.315806,6.975921,7.361064,7.894528,8.275399,9.203772,9.227271,9.234291,9.336222,9.822993,9.750969,9.710379,9.379559,9.195837,8.780175,8.480178,8.492386,8.006531,7.015900,6.721702,6.008484,5.102084,4.748985,3.951842,3.164464,2.421949,1.445662,0.740684,-0.285348,-1.402020,-1.921140,-2.659993,-3.850215,-4.304025,-5.201880,-5.746330,-6.327097,-7.130650,-7.554552,-7.929014,-8.421278,-9.197363,-9.485458,-9.410993,-9.609363,-9.680166,-9.951781,-9.452193,-9.205603,-9.571825,-8.923917,-8.597064,-8.070925,-8.027589,-7.509690,-6.747642,-5.929136,-5.234840,-4.649800,-3.660085,-2.742393,-2.031617,-1.088290,-0.346690,0.292978,1.185644,1.766717,2.829371,3.673208,4.632710,5.191809,5.678579,
0.321665,1.134983,2.051149,3.045747,3.595996,4.180120,5.272073,5.814081,6.643269,7.219153,7.828303,8.349559,8.638569,8.854640,9.076815,9.174474,9.692068,9.394208,9.887082,9.892270,9.647511,9.558092,8.901334,8.872341,7.977538,7.618336,7.028413,6.762291,5.923948,5.342570,4.667501,3.751946,2.726829,2.204352,1.651967,0.601520,-0.312204,-0.963164,-1.780450,-2.836085,-3.886532,-4.595477,-5.009308,-5.576952,-6.713462,-7.137364,-7.927793,-8.033387,-8.277535,-8.621174,-9.322794,-9.470809,-9.347819,-9.503464,-9.843135,-9.683523,-9.420148,-9.090854,-8.949858,-8.851894,-8.326060,-7.581713,-7.153233,-6.476943,-5.778069,-5.255898,-4.748985,-3.556017,-3.094882,-2.238227,-1.152379,-0.495010,0.325327,1.022980,1.951964,2.664876,3.731193,4.531693,5.145116,5.814386,
0.426038,1.122471,2.040162,2.855922,3.319498,4.662313,4.885098,5.890988,6.712241,6.888638,7.767266,7.842647,8.428907,8.897061,9.030427,9.466536,9.700613,9.978332,9.766839,9.392987,9.411603,9.177831,8.713034,8.502762,8.515580,7.465133,7.254250,6.710410,5.978271,5.283364,4.833827,3.865474,3.277383,1.937010,1.359905,0.601215,-0.585040,-1.196631,-2.291940,-2.951750,-3.516648,-4.568316,-5.286111,-5.760369,-6.463210,-6.892605,-7.438581,-8.073061,-8.780480,-8.645589,-9.037141,-9.362774,-9.702139,-9.847407,-9.772027,-9.504685,-9.657888,-9.457991,-8.775903,-8.372143,-8.486892,-8.014466,-7.475204,-6.525163,-5.704520,-5.241249,-4.664754,-3.970763,-2.883999,-2.058473,-1.106906,-0.281381,0.496536,1.269875,1.731925,2.743004,3.877377,4.415113,5.298624,5.787835,
0.601215,1.243629,2.086245,2.620014,3.708304,4.269234,5.262917,5.959655,6.248360,7.124851,7.597278,7.983642,8.611408,8.855556,9.258095,9.168371,9.883419,9.731742,9.765923,9.353313,9.240699,9.366131,9.026154,8.708151,7.991577,7.611316,7.143773,6.882534,6.214789,5.414899,4.318369,3.650624,3.234352,2.486343,1.213416,0.476089,-0.519425,-1.436811,-1.907712,-2.681967,-3.621326,-4.260079,-5.075533,-5.696280,-6.381115,-6.963408,-7.442549,-8.013550,-8.741111,-8.918729,-9.440901,-9.179968,-9.396954,-9.717399,-9.778436,-9.827265,-9.491867,-9.237648,-8.865017,-8.900723,-8.330027,-7.576220,-7.181921,-6.406140,-5.872982,-5.578784,-4.791711,-3.852657,-3.069552,-2.193365,-1.304056,-0.278329,0.217597,1.010163,2.299875,2.953887,3.637196,4.524369,4.871364,5.711539,
0.604572,1.347087,2.288278,3.108615,3.442793,4.578692,5.214087,5.561693,6.722617,6.835231,7.842647,8.269295,8.689535,9.038667,9.378338,9.593493,9.393292,9.713431,9.952086,9.439985,9.330424,9.555040,9.087191,8.918119,8.210089,7.761467,7.226478,6.758324,6.188849,5.287637,4.413892,3.597522,3.021943,2.296823,1.323283,0.361950,-0.130009,-1.021760,-2.068850,-2.933439,-3.787347,-4.593341,-4.966887,-5.548265,-6.783349,-6.982940,-7.896970,-8.413953,-8.787805,-9.035310,-9.105197,-9.741813,-9.781487,-9.847407,-9.516282,-9.719535,-9.223304,-9.004486,-9.050569,-8.669088,-7.968993,-7.708060,-7.405927,-6.753136,-6.090579,-5.327616,-4.707175,-4.000977,-3.260598,-1.997131,-1.336711,-0.340281,0.346080,0.992767,2.253487,2.573321,3.775140,4.385815,5.230262,5.853145,
0.325022,1.483505,2.137516,2.718284,3.529160,4.390698,5.283670,5.631275,6.625263,7.266152,7.406232,8.258614,8.579974,9.113742,9.132664,9.286172,9.691153,9.459517,9.559618,9.418317,9.577929,9.474166,9.053011,8.830836,8.370617,7.635426,7.387005,6.553850,6.245918,5.086215,4.511856,3.901486,2.747276,1.965392,1.342509,0.570086,-0.554827,-1.318705,-1.731620,-3.069857,-3.430891,-4.599750,-5.220496,-5.868099,-6.222114,-7.074801,-7.886593,-8.252510,-8.292489,-8.763390,-9.083529,-9.217811,-9.353618,-9.925230,-9.979553,-9.630726,-9.210486,-9.167150,-9.061556,-8.620258,-8.378246,-7.867367,-7.431867,-6.543474,-5.731986,-5.444502,-4.296701,-3.689993,-2.840052,-2.103641,-1.161534,-0.427870,0.257576,1.006195,1.868954,3.040254,3.369243,4.383374,5.164647,5.811945,
0.459304,1.081271,1.791742,2.643818,3.774834,4.301279,5.427412,5.871151,6.342357,6.979888,7.845698,7.947325,8.689230,9.082308,9.060640,9.196448,9.819941,9.759209,9.464705,9.528794,9.655141,9.523606,8.865627,8.787194,8.142949,7.943358,6.938688,6.397595,5.793939,5.403607,4.575945,3.638722,2.875454,2.216865,1.140172,0.760216,-0.380871,-1.147496,-2.091739,-2.935270,-3.523362,-4.646443,-5.091403,-6.019471,-6.211127,-6.879177,-7.947020,-8.151494,-8.293405,-8.867153,-9.238563,-9.352397,-9.685354,-9.416181,-9.826960,-9.817194,-9.190649,-8.994415,-9.048128,-8.436842,-8.319346,-7.551805,-7.021088,-6.322825,-6.064943,-5.409406,-4.279000,-3.895383,-3.288980,-2.249214,-1.624500,-0.233772,0.324412,1.455123,1.977905,2.930387,3.486435,4.336070,5.163121,6.093020,
0.186773,1.122471,2.150334,3.055513,3.463851,4.677877,5.085604,5.727103,6.429029,7.028413,7.448347,8.143864,8.786279,9.054537,9.374981,9.455550,9.480880,9.429304,9.859920,9.661245,9.686575,9.350261,8.928800,8.347423,8.341319,7.760552,7.098910,6.704917,5.780511,5.216529,4.618366,3.541673,3.103732,1.878719,1.478011,0.317392,-0.368969,-1.207007,-2.308725,-3.082369,-3.516648,-4.259774,-5.157018,-5.604419,-6.350902,-6.977447,-7.591784,-8.202460,-8.422193,-8.933988,-9.364910,-9.691458,-9.347209,-9.590136,-9.506211,-9.366741,-9.406110,-9.240089,-8.905301,-8.562883,-8.464003,-7.726066,-6.937773,-6.632282,-5.973998,-5.247658,-4.330882,-3.916440,-2.712790,-2.098758,-1.386456,-0.607013,0.187384,1.333659,2.240059,3.131199,3.656728,4.471572,5.086520,6.081729,
